Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Status,Ticket Priority,Ticket Channel,Viewed Ticket,Ticket Solved,Customer Satisfaction Rating
27,1,Nintendo Switch Pro Controller,07-07-2020,Technical issue,0,1,Chat,0,0,0
22,1,LG Washing Machine,26-10-2020,Billing inquiry,0,2,Phone,0,0,0
69,0,iPhone,07-12-2020,Refund request,2,1,Chat,1,1,4
45,0,Nikon D,17-09-2021,Cancellation request,2,2,Social media,1,1,4
33,1,iPhone,02-12-2021,Billing inquiry,0,3,Phone,0,0,0
65,0,Canon EOS,27-04-2020,Billing inquiry,1,0,Social media,1,0,0
61,1,Sony 4K HDR TV,08-05-2021,Cancellation request,0,1,Phone,0,0,0
68,0,Samsung Galaxy,05-05-2020,Billing inquiry,2,2,Phone,1,1,5
68,1,Fitbit Charge,07-01-2021,Cancellation request,2,0,Email,1,1,5
38,0,Nest Thermostat,28-06-2020,Product inquiry,1,1,Chat,1,0,0
63,1,Microsoft Surface,10-05-2020,Refund request,2,0,Phone,1,1,4
68,0,GoPro Action Camera,12-11-2021,Technical issue,1,3,Phone,1,0,0
58,0,Google Nest,20-09-2021,Billing inquiry,0,3,Phone,0,0,0
18,0,Microsoft Surface,23-06-2021,Refund request,2,3,Social media,1,1,2
53,1,Google Pixel,01-10-2021,Technical issue,0,0,Social media,0,0,0
39,1,iPhone,11-05-2021,Refund request,0,3,Phone,0,0,0
52,1,Garmin Forerunner,11-12-2020,Refund request,0,3,Phone,0,0,0
65,1,Garmin Forerunner,14-03-2021,Cancellation request,0,1,Email,0,0,0
34,1,LG OLED,03-11-2021,Product inquiry,0,2,Chat,0,0,0
70,1,Amazon Echo,22-10-2020,Refund request,2,0,Phone,1,1,3
27,0,LG Smart TV,21-12-2020,Product inquiry,2,1,Chat,1,1,2
52,0,Nest Thermostat,31-10-2020,Product inquiry,0,1,Phone,0,0,0
26,0,Fitbit Charge,20-04-2021,Cancellation request,1,1,Email,1,0,0
43,1,Garmin Forerunner,17-11-2021,Refund request,1,1,Phone,1,0,0
31,1,Google Nest,14-11-2021,Technical issue,1,1,Social media,1,0,0
42,0,LG OLED,11-09-2021,Refund request,2,2,Chat,1,1,3
49,1,Samsung Galaxy,17-07-2021,Refund request,0,2,Phone,0,0,0
20,0,MacBook Pro,18-10-2020,Product inquiry,0,0,Email,0,0,0
50,1,MacBook Pro,29-11-2021,Billing inquiry,0,1,Phone,0,0,0
61,0,Amazon Kindle,10-11-2020,Billing inquiry,0,1,Phone,0,0,0
53,1,Google Pixel,17-12-2020,Refund request,0,3,Email,0,0,0
41,0,Apple AirPods,06-03-2021,Cancellation request,0,0,Social media,0,0,0
39,0,Adobe Photoshop,26-06-2020,Refund request,1,1,Social media,1,0,0
53,1,Nintendo Switch Pro Controller,03-03-2021,Technical issue,2,0,Email,1,1,2
24,0,Sony 4K HDR TV,25-04-2020,Billing inquiry,2,1,Email,1,1,5
39,0,Canon EOS,18-07-2020,Billing inquiry,1,2,Social media,1,0,0
54,1,Fitbit Versa Smartwatch,20-10-2021,Refund request,2,1,Chat,1,1,2
59,0,Apple AirPods,02-10-2021,Cancellation request,2,1,Chat,1,1,4
57,0,Canon EOS,08-10-2021,Refund request,0,2,Email,0,0,0
21,0,LG OLED,09-07-2020,Billing inquiry,2,0,Email,1,1,2
54,0,Bose SoundLink Speaker,17-01-2020,Refund request,1,2,Email,1,0,0
25,0,MacBook Pro,05-01-2021,Billing inquiry,1,2,Chat,1,0,0
25,0,Sony Xperia,01-10-2021,Billing inquiry,1,0,Chat,1,0,0
62,0,Autodesk AutoCAD,18-02-2020,Product inquiry,2,2,Email,1,1,4
29,1,Dyson Vacuum Cleaner,22-10-2021,Product inquiry,2,2,Chat,1,1,2
33,1,Sony PlayStation,02-01-2021,Refund request,1,3,Email,1,0,0
37,1,MacBook Pro,30-11-2020,Refund request,0,1,Phone,0,0,0
21,1,Sony 4K HDR TV,07-07-2021,Refund request,1,0,Chat,1,0,0
27,1,Sony PlayStation,09-01-2021,Refund request,2,3,Chat,1,1,2
20,1,Microsoft Office,13-09-2020,Refund request,2,0,Phone,1,1,1
46,1,Lenovo ThinkPad,22-07-2021,Product inquiry,0,1,Email,0,0,0
51,0,Microsoft Office,28-11-2020,Technical issue,2,1,Social media,1,1,3
30,0,Nintendo Switch Pro Controller,10-05-2021,Cancellation request,2,1,Chat,1,1,5
56,1,Nest Thermostat,31-03-2021,Cancellation request,0,1,Phone,0,0,0
20,1,Amazon Kindle,30-12-2020,Refund request,0,2,Chat,0,0,0
41,0,Dell XPS,06-06-2020,Refund request,2,0,Phone,1,1,1
31,0,Sony Xperia,06-01-2021,Technical issue,2,2,Phone,1,1,1
21,1,PlayStation,17-01-2020,Cancellation request,0,0,Chat,0,0,0
36,1,Adobe Photoshop,14-08-2021,Refund request,2,3,Social media,1,1,1
61,1,Google Pixel,11-04-2020,Refund request,0,0,Email,0,0,0
47,0,Sony Xperia,13-07-2021,Cancellation request,2,3,Chat,1,1,1
67,1,Asus ROG,12-01-2020,Technical issue,1,3,Email,1,0,0
60,0,Samsung Galaxy,25-07-2020,Technical issue,0,3,Phone,0,0,0
57,1,LG Smart TV,11-10-2021,Cancellation request,0,2,Email,0,0,0
28,1,Amazon Echo,08-09-2020,Billing inquiry,1,3,Phone,1,0,0
34,0,Samsung Soundbar,09-01-2020,Product inquiry,2,2,Email,1,1,2
39,0,Xbox,02-02-2021,Technical issue,2,1,Social media,1,1,2
68,0,Bose QuietComfort,31-01-2020,Billing inquiry,1,1,Social media,1,0,0
25,1,Samsung Soundbar,19-04-2021,Technical issue,2,1,Chat,1,1,3
27,0,Sony Xperia,07-07-2020,Technical issue,1,1,Social media,1,0,0
41,0,Google Nest,14-05-2021,Cancellation request,2,2,Social media,1,1,5
33,0,Amazon Kindle,27-04-2020,Cancellation request,0,2,Phone,0,0,0
53,1,PlayStation,10-01-2020,Product inquiry,1,2,Phone,1,0,0
56,0,Google Pixel,13-10-2021,Refund request,0,2,Email,0,0,0
37,0,Nikon D,20-03-2021,Cancellation request,0,2,Phone,0,0,0
22,0,Xbox,26-02-2021,Technical issue,2,2,Chat,1,1,3
22,0,LG Washing Machine,29-07-2021,Technical issue,2,1,Chat,1,1,5
34,1,Dyson Vacuum Cleaner,21-04-2020,Product inquiry,0,3,Social media,0,0,0
63,0,Roomba Robot Vacuum,21-07-2020,Billing inquiry,1,1,Chat,1,0,0
21,1,Nest Thermostat,14-11-2020,Refund request,1,3,Email,1,0,0
32,0,Nintendo Switch,26-12-2021,Billing inquiry,1,2,Social media,1,0,0
36,1,Microsoft Office,02-09-2020,Product inquiry,2,2,Email,1,1,1
53,0,Lenovo ThinkPad,08-08-2020,Refund request,0,3,Phone,0,0,0
40,0,Nikon D,03-02-2020,Technical issue,0,2,Phone,0,0,0
41,0,Apple AirPods,03-01-2020,Technical issue,1,3,Phone,1,0,0
44,1,Asus ROG,06-05-2021,Billing inquiry,0,0,Phone,0,0,0
69,0,Microsoft Office,30-05-2020,Product inquiry,2,3,Chat,1,1,5
43,1,Google Pixel,01-04-2021,Product inquiry,0,1,Social media,0,0,0
29,0,LG OLED,14-05-2020,Billing inquiry,2,2,Social media,1,1,5
35,0,Canon DSLR Camera,29-01-2021,Technical issue,2,0,Chat,1,1,3
55,1,Amazon Echo,07-03-2020,Refund request,0,1,Phone,0,0,0
41,0,Sony Xperia,10-05-2021,Billing inquiry,0,0,Chat,0,0,0
69,1,Microsoft Office,25-09-2021,Refund request,0,1,Chat,0,0,0
32,0,Roomba Robot Vacuum,22-10-2021,Cancellation request,1,0,Chat,1,0,0
29,1,Apple AirPods,12-09-2020,Product inquiry,0,0,Social media,0,0,0
50,0,Asus ROG,10-06-2020,Product inquiry,2,1,Social media,1,1,5
52,0,Roomba Robot Vacuum,15-04-2021,Refund request,1,1,Social media,1,0,0
28,0,LG Washing Machine,25-07-2021,Cancellation request,1,3,Phone,1,0,0
40,1,Microsoft Xbox Controller,21-02-2021,Refund request,2,0,Chat,1,1,2
23,0,Philips Hue Lights,20-03-2021,Refund request,2,2,Email,1,1,5
61,1,Google Pixel,16-07-2020,Cancellation request,1,2,Social media,1,0,0
57,1,Nintendo Switch,23-12-2020,Refund request,2,0,Chat,1,1,4
19,0,Asus ROG,23-11-2021,Billing inquiry,1,3,Email,1,0,0
36,1,Samsung Soundbar,22-04-2021,Product inquiry,1,0,Social media,1,0,0
67,1,LG OLED,24-09-2020,Product inquiry,1,3,Email,1,0,0
41,1,Fitbit Charge,12-05-2021,Cancellation request,0,3,Chat,0,0,0
48,0,Fitbit Versa Smartwatch,13-08-2020,Product inquiry,2,0,Phone,1,1,3
28,0,Roomba Robot Vacuum,25-11-2021,Product inquiry,0,2,Chat,0,0,0
22,1,Sony 4K HDR TV,05-01-2021,Cancellation request,1,0,Phone,1,0,0
30,1,Samsung Soundbar,11-10-2021,Cancellation request,0,2,Social media,0,0,0
31,0,Nikon D,09-02-2020,Refund request,1,2,Social media,1,0,0
26,0,Nikon D,22-05-2020,Refund request,0,2,Social media,0,0,0
35,0,Roomba Robot Vacuum,12-06-2020,Technical issue,2,2,Chat,1,1,3
61,1,Sony 4K HDR TV,10-09-2020,Technical issue,1,3,Chat,1,0,0
19,1,Lenovo ThinkPad,06-09-2020,Cancellation request,1,0,Email,1,0,0
45,1,Google Nest,26-05-2020,Refund request,2,2,Social media,1,1,3
66,0,Samsung Galaxy,11-12-2021,Technical issue,2,0,Phone,1,1,2
63,0,Dell XPS,01-08-2021,Technical issue,2,3,Email,1,1,3
62,0,Samsung Galaxy,15-01-2021,Refund request,2,1,Chat,1,1,3
56,0,Amazon Echo,10-08-2021,Refund request,2,0,Email,1,1,4
53,1,Nintendo Switch Pro Controller,15-06-2021,Product inquiry,0,2,Chat,0,0,0
24,1,Nikon D,16-10-2020,Product inquiry,0,1,Email,0,0,0
37,1,Amazon Echo,20-10-2021,Technical issue,1,1,Email,1,0,0
28,1,Xbox,24-06-2020,Product inquiry,1,2,Social media,1,0,0
63,0,Adobe Photoshop,24-07-2021,Technical issue,0,3,Chat,0,0,0
40,1,LG Smart TV,30-04-2020,Cancellation request,0,0,Phone,0,0,0
56,1,Microsoft Surface,23-02-2020,Cancellation request,0,3,Social media,0,0,0
21,0,Microsoft Office,17-01-2021,Refund request,1,3,Email,1,0,0
34,0,Microsoft Xbox Controller,04-11-2020,Technical issue,0,3,Chat,0,0,0
66,0,Garmin Forerunner,07-01-2020,Product inquiry,0,2,Social media,0,0,0
37,1,MacBook Pro,03-06-2020,Refund request,0,2,Social media,0,0,0
69,0,LG OLED,24-07-2020,Technical issue,1,2,Email,1,0,0
60,0,Apple AirPods,09-02-2020,Billing inquiry,1,0,Social media,1,0,0
24,1,LG Washing Machine,26-02-2021,Cancellation request,1,2,Chat,1,0,0
55,0,PlayStation,15-01-2021,Billing inquiry,1,0,Social media,1,0,0
43,1,iPhone,06-10-2021,Cancellation request,0,0,Email,0,0,0
42,0,Adobe Photoshop,21-08-2021,Billing inquiry,1,1,Phone,1,0,0
52,1,Nintendo Switch,02-04-2020,Refund request,0,2,Social media,0,0,0
43,0,Sony 4K HDR TV,04-12-2021,Refund request,2,3,Social media,1,1,1
42,1,Sony Xperia,28-03-2021,Refund request,2,0,Social media,1,1,1
59,1,MacBook Pro,27-06-2021,Refund request,2,1,Phone,1,1,5
48,0,Apple AirPods,24-02-2020,Billing inquiry,2,1,Phone,1,1,5
51,0,Microsoft Xbox Controller,22-11-2020,Refund request,1,1,Phone,1,0,0
69,0,LG Washing Machine,15-09-2021,Refund request,1,2,Social media,1,0,0
61,0,Dyson Vacuum Cleaner,03-12-2021,Billing inquiry,0,0,Social media,0,0,0
32,1,Sony 4K HDR TV,25-11-2021,Product inquiry,0,2,Chat,0,0,0
61,1,Samsung Soundbar,17-12-2021,Billing inquiry,2,3,Email,1,1,5
69,0,Google Pixel,18-02-2020,Billing inquiry,1,2,Phone,1,0,0
28,0,GoPro Action Camera,22-02-2020,Technical issue,0,1,Social media,0,0,0
20,1,Roomba Robot Vacuum,19-04-2020,Billing inquiry,1,1,Social media,1,0,0
70,0,Sony Xperia,05-01-2021,Product inquiry,0,3,Email,0,0,0
30,1,Amazon Kindle,18-07-2020,Refund request,1,0,Social media,1,0,0
39,0,Samsung Soundbar,17-08-2021,Technical issue,1,1,Email,1,0,0
34,0,iPhone,20-08-2020,Technical issue,2,2,Social media,1,1,1
54,1,LG Washing Machine,13-08-2021,Billing inquiry,0,1,Phone,0,0,0
62,0,Microsoft Office,21-02-2021,Refund request,1,0,Social media,1,0,0
37,1,Fitbit Charge,02-08-2021,Billing inquiry,0,2,Email,0,0,0
38,1,Bose QuietComfort,13-10-2020,Billing inquiry,0,2,Phone,0,0,0
66,1,GoPro Hero,16-01-2020,Technical issue,2,2,Social media,1,1,1
55,1,Bose SoundLink Speaker,11-06-2021,Billing inquiry,2,2,Chat,1,1,2
31,1,Fitbit Charge,14-04-2020,Cancellation request,1,2,Email,1,0,0
63,0,Amazon Echo,01-02-2021,Product inquiry,2,3,Social media,1,1,2
41,0,Sony PlayStation,13-10-2020,Technical issue,1,0,Phone,1,0,0
23,0,PlayStation,22-10-2020,Product inquiry,0,1,Chat,0,0,0
20,0,Nikon D,16-07-2020,Technical issue,1,2,Social media,1,0,0
55,0,Samsung Galaxy,14-11-2021,Technical issue,1,0,Social media,1,0,0
64,1,Fitbit Charge,04-12-2020,Cancellation request,0,0,Chat,0,0,0
51,1,iPhone,08-08-2020,Technical issue,0,1,Chat,0,0,0
31,1,Apple AirPods,10-07-2021,Product inquiry,0,3,Social media,0,0,0
51,0,LG OLED,22-08-2021,Technical issue,2,3,Chat,1,1,4
59,0,Canon EOS,31-03-2021,Product inquiry,0,3,Phone,0,0,0
28,0,Bose SoundLink Speaker,20-01-2020,Billing inquiry,2,1,Email,1,1,5
18,0,HP Pavilion,22-08-2020,Refund request,2,0,Chat,1,1,4
50,0,Dell XPS,07-10-2020,Refund request,0,2,Social media,0,0,0
46,1,Amazon Echo,22-07-2021,Technical issue,0,1,Chat,0,0,0
38,1,MacBook Pro,20-04-2021,Cancellation request,0,1,Social media,0,0,0
18,1,Nikon D,25-07-2020,Cancellation request,0,3,Chat,0,0,0
49,1,Samsung Galaxy,04-12-2020,Cancellation request,0,2,Phone,0,0,0
60,1,Canon EOS,22-09-2020,Billing inquiry,0,3,Email,0,0,0
38,0,Amazon Echo,09-07-2020,Product inquiry,2,0,Phone,1,1,4
27,0,Microsoft Xbox Controller,20-12-2021,Technical issue,2,2,Chat,1,1,3
58,1,GoPro Action Camera,11-12-2020,Technical issue,0,3,Chat,0,0,0
35,0,Nest Thermostat,09-05-2020,Cancellation request,0,1,Phone,0,0,0
49,0,Dyson Vacuum Cleaner,13-10-2020,Billing inquiry,0,0,Phone,0,0,0
56,0,Google Pixel,24-01-2021,Product inquiry,1,1,Email,1,0,0
22,1,Amazon Kindle,16-08-2020,Cancellation request,0,1,Phone,0,0,0
67,1,Sony 4K HDR TV,26-01-2020,Technical issue,2,0,Phone,1,1,2
49,0,Nest Thermostat,16-10-2021,Technical issue,2,2,Phone,1,1,2
54,0,Microsoft Surface,09-08-2020,Technical issue,1,1,Social media,1,0,0
27,1,HP Pavilion,16-05-2020,Refund request,1,2,Email,1,0,0
25,1,Bose QuietComfort,24-04-2020,Product inquiry,1,3,Phone,1,0,0
45,1,Google Nest,04-12-2020,Technical issue,2,3,Social media,1,1,2
34,0,Google Nest,27-01-2020,Refund request,1,2,Social media,1,0,0
20,1,Lenovo ThinkPad,28-02-2021,Refund request,1,3,Email,1,0,0
44,1,Fitbit Versa Smartwatch,17-11-2020,Cancellation request,0,1,Phone,0,0,0
38,0,Dyson Vacuum Cleaner,24-08-2020,Product inquiry,2,1,Chat,1,1,5
53,1,Samsung Galaxy,22-02-2021,Refund request,0,1,Phone,0,0,0
20,1,Adobe Photoshop,19-10-2020,Cancellation request,0,0,Email,0,0,0
33,1,Sony Xperia,17-07-2020,Product inquiry,2,1,Phone,1,1,3
36,1,Fitbit Versa Smartwatch,17-03-2020,Technical issue,2,3,Chat,1,1,4
54,0,Sony 4K HDR TV,25-03-2020,Refund request,2,0,Phone,1,1,2
22,0,Nintendo Switch Pro Controller,29-06-2021,Cancellation request,1,2,Phone,1,0,0
25,0,GoPro Action Camera,24-07-2020,Cancellation request,0,1,Social media,0,0,0
35,0,LG Smart TV,08-12-2020,Billing inquiry,0,3,Email,0,0,0
66,0,Amazon Kindle,08-11-2021,Refund request,1,1,Chat,1,0,0
46,1,Nest Thermostat,18-12-2020,Billing inquiry,1,0,Phone,1,0,0
67,1,Roomba Robot Vacuum,30-12-2021,Billing inquiry,1,0,Email,1,0,0
50,1,Garmin Forerunner,02-04-2021,Billing inquiry,0,1,Social media,0,0,0
61,1,LG Smart TV,21-12-2021,Product inquiry,1,3,Email,1,0,0
43,0,Sony PlayStation,31-01-2021,Product inquiry,2,0,Email,1,1,4
60,1,Roomba Robot Vacuum,11-02-2021,Technical issue,1,2,Social media,1,0,0
43,0,LG Smart TV,27-11-2020,Billing inquiry,1,1,Email,1,0,0
32,1,Asus ROG,08-09-2021,Cancellation request,0,1,Chat,0,0,0
23,0,MacBook Pro,23-11-2020,Cancellation request,1,2,Chat,1,0,0
37,0,PlayStation,15-07-2020,Product inquiry,0,0,Chat,0,0,0
35,1,Samsung Soundbar,24-10-2020,Billing inquiry,1,0,Email,1,0,0
48,1,Nintendo Switch Pro Controller,29-11-2021,Product inquiry,2,2,Social media,1,1,2
19,1,Bose SoundLink Speaker,15-04-2021,Billing inquiry,0,3,Email,0,0,0
49,0,Bose QuietComfort,31-01-2021,Refund request,2,2,Email,1,1,1
38,1,LG OLED,19-07-2020,Refund request,1,1,Social media,1,0,0
59,0,MacBook Pro,04-10-2020,Cancellation request,2,2,Chat,1,1,1
33,0,Nikon D,11-09-2021,Cancellation request,2,2,Chat,1,1,2
22,1,Nintendo Switch Pro Controller,15-08-2021,Product inquiry,1,1,Phone,1,0,0
70,1,Asus ROG,15-01-2021,Cancellation request,1,3,Social media,1,0,0
51,1,Nest Thermostat,13-04-2021,Refund request,1,0,Email,1,0,0
64,1,Nintendo Switch Pro Controller,22-07-2020,Cancellation request,0,2,Email,0,0,0
65,1,Nintendo Switch,09-08-2021,Cancellation request,0,1,Social media,0,0,0
63,1,Amazon Echo,01-12-2021,Product inquiry,1,0,Phone,1,0,0
54,1,Dell XPS,30-11-2020,Refund request,0,0,Email,0,0,0
52,0,LG Washing Machine,06-09-2020,Cancellation request,2,1,Chat,1,1,3
22,0,Canon DSLR Camera,17-03-2020,Product inquiry,2,1,Social media,1,1,3
58,0,Canon DSLR Camera,23-07-2021,Technical issue,2,1,Email,1,1,3
24,1,Roomba Robot Vacuum,07-03-2020,Billing inquiry,1,3,Social media,1,0,0
22,1,Microsoft Xbox Controller,26-04-2021,Refund request,1,2,Email,1,0,0
34,0,Roomba Robot Vacuum,26-05-2021,Cancellation request,1,0,Social media,1,0,0
35,1,Google Pixel,09-04-2021,Cancellation request,2,0,Phone,1,1,3
19,0,Samsung Soundbar,04-04-2021,Cancellation request,2,1,Email,1,1,3
18,1,Apple AirPods,30-08-2021,Product inquiry,1,0,Social media,1,0,0
21,0,Nikon D,17-05-2020,Product inquiry,1,0,Social media,1,0,0
34,0,GoPro Hero,15-04-2021,Refund request,2,3,Chat,1,1,4
30,0,MacBook Pro,23-03-2021,Technical issue,1,2,Social media,1,0,0
35,1,LG Smart TV,21-09-2021,Product inquiry,1,0,Chat,1,0,0
53,1,Amazon Echo,10-08-2021,Product inquiry,0,3,Phone,0,0,0
55,1,MacBook Pro,05-04-2021,Product inquiry,1,0,Chat,1,0,0
58,1,Nest Thermostat,20-01-2021,Product inquiry,0,1,Phone,0,0,0
64,0,GoPro Hero,03-10-2021,Product inquiry,1,0,Phone,1,0,0
67,1,Bose QuietComfort,09-12-2020,Product inquiry,1,2,Chat,1,0,0
34,1,Samsung Soundbar,18-01-2020,Refund request,1,0,Social media,1,0,0
45,1,Microsoft Office,28-09-2020,Technical issue,1,2,Social media,1,0,0
18,1,Xbox,30-05-2021,Refund request,1,0,Phone,1,0,0
29,0,Lenovo ThinkPad,02-07-2020,Cancellation request,2,1,Phone,1,1,5
36,0,PlayStation,24-02-2020,Product inquiry,2,2,Email,1,1,3
28,1,Nest Thermostat,22-12-2021,Product inquiry,2,3,Social media,1,1,5
22,0,Sony PlayStation,17-12-2020,Billing inquiry,2,2,Chat,1,1,2
68,1,Microsoft Xbox Controller,23-01-2020,Cancellation request,0,3,Phone,0,0,0
56,0,Fitbit Versa Smartwatch,27-01-2021,Refund request,2,3,Social media,1,1,1
42,1,Bose SoundLink Speaker,25-04-2021,Billing inquiry,0,0,Chat,0,0,0
57,1,Roomba Robot Vacuum,02-03-2021,Technical issue,0,3,Phone,0,0,0
46,0,Microsoft Office,12-09-2021,Technical issue,0,2,Phone,0,0,0
61,0,Canon EOS,30-04-2020,Product inquiry,2,2,Chat,1,1,1
25,1,Amazon Kindle,25-07-2020,Cancellation request,1,0,Social media,1,0,0
41,1,LG Washing Machine,26-01-2020,Technical issue,2,1,Email,1,1,5
31,1,Nest Thermostat,13-07-2020,Product inquiry,0,3,Email,0,0,0
58,0,Amazon Kindle,15-12-2020,Cancellation request,1,0,Phone,1,0,0
69,1,Bose SoundLink Speaker,21-02-2020,Billing inquiry,1,3,Email,1,0,0
38,0,HP Pavilion,13-05-2020,Cancellation request,1,1,Email,1,0,0
30,0,iPhone,04-11-2021,Product inquiry,2,2,Phone,1,1,5
39,1,Nintendo Switch,04-01-2020,Technical issue,1,1,Social media,1,0,0
40,1,Canon DSLR Camera,22-07-2020,Refund request,0,3,Email,0,0,0
29,0,LG Smart TV,23-03-2021,Refund request,2,2,Chat,1,1,2
34,1,Lenovo ThinkPad,02-03-2020,Refund request,1,2,Phone,1,0,0
48,0,Dell XPS,04-09-2021,Refund request,0,2,Social media,0,0,0
37,0,Google Nest,10-10-2020,Billing inquiry,2,3,Phone,1,1,5
20,1,Canon DSLR Camera,25-07-2021,Product inquiry,1,2,Phone,1,0,0
59,1,Fitbit Versa Smartwatch,09-02-2020,Refund request,2,2,Social media,1,1,5
64,1,Autodesk AutoCAD,13-08-2021,Refund request,0,0,Email,0,0,0
58,1,Nintendo Switch Pro Controller,08-05-2020,Cancellation request,1,3,Chat,1,0,0
69,0,Amazon Kindle,07-01-2020,Refund request,1,3,Phone,1,0,0
43,1,Dell XPS,14-12-2020,Refund request,2,2,Social media,1,1,2
43,0,Asus ROG,14-09-2020,Technical issue,0,0,Social media,0,0,0
49,0,GoPro Hero,27-09-2020,Billing inquiry,0,1,Phone,0,0,0
48,1,Google Nest,10-03-2021,Billing inquiry,0,1,Social media,0,0,0
22,0,Amazon Echo,05-04-2021,Billing inquiry,0,2,Email,0,0,0
43,0,HP Pavilion,23-09-2021,Cancellation request,2,2,Chat,1,1,2
70,1,LG Washing Machine,13-06-2020,Cancellation request,2,2,Email,1,1,1
32,1,Nikon D,10-06-2021,Product inquiry,0,0,Chat,0,0,0
54,0,Bose SoundLink Speaker,07-04-2021,Refund request,1,2,Chat,1,0,0
40,1,Autodesk AutoCAD,03-05-2021,Product inquiry,0,0,Email,0,0,0
61,0,Amazon Kindle,22-03-2020,Billing inquiry,2,1,Phone,1,1,5
37,0,Samsung Galaxy,24-08-2020,Refund request,1,2,Chat,1,0,0
24,1,Canon DSLR Camera,05-08-2020,Technical issue,2,1,Phone,1,1,1
60,0,Bose SoundLink Speaker,25-03-2020,Refund request,2,1,Email,1,1,3
45,1,LG Smart TV,17-06-2020,Cancellation request,0,3,Phone,0,0,0
38,0,Nest Thermostat,08-03-2020,Refund request,0,2,Phone,0,0,0
52,1,Samsung Galaxy,11-08-2020,Product inquiry,1,1,Chat,1,0,0
31,1,Samsung Soundbar,30-06-2020,Billing inquiry,2,1,Chat,1,1,1
67,1,LG Washing Machine,19-01-2021,Technical issue,0,0,Social media,0,0,0
35,1,PlayStation,09-10-2020,Product inquiry,1,1,Chat,1,0,0
42,1,Adobe Photoshop,03-03-2021,Refund request,1,1,Phone,1,0,0
30,1,Bose QuietComfort,26-04-2021,Billing inquiry,2,1,Chat,1,1,4
23,1,Google Nest,23-02-2020,Product inquiry,0,2,Chat,0,0,0
19,0,Amazon Echo,21-10-2021,Billing inquiry,2,3,Chat,1,1,2
27,1,Xbox,30-10-2020,Cancellation request,1,2,Phone,1,0,0
20,1,Canon DSLR Camera,11-07-2021,Refund request,1,2,Chat,1,0,0
20,1,Microsoft Surface,21-12-2021,Technical issue,1,3,Phone,1,0,0
59,1,LG OLED,29-09-2021,Billing inquiry,1,2,Email,1,0,0
37,1,Amazon Echo,03-12-2021,Refund request,1,2,Social media,1,0,0
20,1,Google Nest,17-03-2020,Product inquiry,0,2,Social media,0,0,0
44,1,iPhone,28-08-2021,Product inquiry,1,2,Chat,1,0,0
63,1,LG Washing Machine,25-01-2021,Product inquiry,0,2,Email,0,0,0
27,1,Nintendo Switch Pro Controller,18-10-2020,Technical issue,0,1,Phone,0,0,0
59,0,LG Smart TV,28-04-2021,Refund request,2,2,Chat,1,1,3
28,0,Adobe Photoshop,08-02-2020,Product inquiry,2,0,Email,1,1,4
66,1,Google Nest,16-05-2021,Billing inquiry,0,0,Phone,0,0,0
63,0,Nikon D,14-01-2020,Technical issue,2,0,Chat,1,1,1
49,0,Amazon Echo,28-03-2020,Billing inquiry,0,2,Social media,0,0,0
47,0,Microsoft Xbox Controller,07-04-2021,Product inquiry,0,1,Email,0,0,0
59,1,LG OLED,27-05-2021,Product inquiry,0,0,Chat,0,0,0
39,1,Philips Hue Lights,30-05-2020,Technical issue,2,2,Email,1,1,3
34,1,Garmin Forerunner,22-06-2021,Technical issue,0,0,Social media,0,0,0
19,1,Fitbit Charge,01-08-2020,Billing inquiry,1,3,Chat,1,0,0
57,0,Nikon D,28-06-2021,Billing inquiry,1,1,Email,1,0,0
33,1,Fitbit Charge,02-02-2021,Product inquiry,0,0,Email,0,0,0
69,1,Nest Thermostat,07-02-2021,Billing inquiry,1,2,Phone,1,0,0
37,1,Dell XPS,04-07-2021,Billing inquiry,1,2,Social media,1,0,0
30,0,Sony PlayStation,09-03-2021,Product inquiry,2,0,Email,1,1,2
64,1,Samsung Soundbar,23-04-2020,Refund request,1,3,Social media,1,0,0
66,0,PlayStation,13-01-2021,Billing inquiry,2,1,Email,1,1,1
68,1,Bose SoundLink Speaker,22-01-2020,Refund request,2,1,Chat,1,1,4
66,1,Apple AirPods,17-10-2021,Technical issue,0,1,Social media,0,0,0
41,0,LG OLED,25-02-2020,Technical issue,1,3,Social media,1,0,0
28,1,Philips Hue Lights,29-08-2020,Billing inquiry,2,1,Email,1,1,2
57,0,Garmin Forerunner,04-11-2020,Technical issue,1,2,Chat,1,0,0
67,1,Samsung Galaxy,27-06-2020,Billing inquiry,1,1,Chat,1,0,0
